algorithm,budget,coverage,cost per coverage unit
greedy,560,29,19.2414
dynamic,560,26,21.5385
brute_force,560,26,20.4231
greedy,560,24,21.625
dynamic,560,30,18.6333
brute_force,560,30,18.6333
greedy,560,27,18.6296
dynamic,560,30,18.4333
brute_force,560,30,14.7333
greedy,560,29,18.1379
dynamic,560,29,19
brute_force,560,29,16.6897
greedy,560,27,19.5185
dynamic,560,28,19.9643
brute_force,560,28,17.1071
greedy,560,26,20.1923
dynamic,560,30,18.6
brute_force,560,30,14.5
greedy,560,29,17.4138
dynamic,560,30,17.0667
brute_force,560,30,16.2667
greedy,560,29,19.069
dynamic,560,26,21.3077
brute_force,560,26,20.1923
greedy,560,25,21.32
dynamic,560,30,18.1667
brute_force,560,30,17.8333
greedy,560,28,19.4286
dynamic,560,29,19.3103
brute_force,560,29,17.069
greedy,560,28,18.7857
dynamic,560,28,19.6071
brute_force,560,28,17.5714
greedy,560,27,20.4444
dynamic,560,28,19.9286
brute_force,560,28,19.3929
greedy,560,25,20.24
dynamic,560,25,21.76
brute_force,560,25,19.76
greedy,560,24,21.1667
dynamic,560,29,18.7931
brute_force,560,29,18.7586
greedy,560,27,19.0741
dynamic,560,29,19.069
brute_force,560,29,19.069
greedy,560,27,20.1852
dynamic,560,30,17.7667
brute_force,560,30,14.3
greedy,560,29,17.5862
dynamic,560,27,20.5556
brute_force,560,27,20.5556
greedy,560,24,21.375
dynamic,560,30,18.6667
brute_force,560,30,18.2333
greedy,560,27,19.7778
dynamic,560,29,18.3103
brute_force,560,29,16.931
greedy,560,28,18.1786
dynamic,560,27,20.5185
brute_force,560,27,19.5556
greedy,560,25,21.72
dynamic,560,28,19.75
brute_force,560,28,19.75
greedy,560,24,20.7083
dynamic,560,29,18.5172
brute_force,560,29,18.5172
greedy,560,25,21.68
dynamic,560,27,20.7037
brute_force,560,27,19.6667
greedy,560,26,20.3462
dynamic,560,26,20.8846
brute_force,560,26,19.7308
greedy,560,24,23.25
dynamic,560,30,18.4333
brute_force,560,30,17.9333
greedy,560,28,19.4286
dynamic,560,26,21.2308
brute_force,560,26,21.0769
greedy,560,24,23.125
dynamic,560,30,18.4667
brute_force,560,30,18.2333
greedy,560,28,19.6786
dynamic,560,27,20.7037
brute_force,560,27,18.2593
greedy,560,26,20.1154
dynamic,560,27,20.7037
brute_force,560,27,18.4444
greedy,560,24,23.125
dynamic,560,29,19
brute_force,560,29,18.5172
greedy,560,28,18.3929
dynamic,560,29,18.7241
brute_force,560,29,18.2069
greedy,560,26,20
dynamic,560,27,20.1852
brute_force,560,27,18.5185
greedy,560,25,21.56
dynamic,560,29,18.8966
brute_force,560,29,16.1724
greedy,560,27,19.5556
dynamic,560,29,19.2414
brute_force,560,29,16.2759
greedy,560,26,19.5385
dynamic,560,29,18.7586
brute_force,560,29,18.2414
greedy,560,26,20
dynamic,560,30,18.0333
brute_force,560,30,16.5667
greedy,560,28,18.7143
dynamic,560,30,18.5667
brute_force,560,30,17.0667
greedy,560,26,19.6538
dynamic,560,30,18.6333
brute_force,560,30,16.8
greedy,560,28,19.6786
dynamic,560,29,17.8966
brute_force,560,29,17.4828
greedy,560,27,19.4444
dynamic,560,29,18.8966
brute_force,560,29,18
greedy,560,28,18.75
dynamic,560,29,19.1724
brute_force,560,29,19.1724
greedy,560,27,19.1481
dynamic,560,28,19.6786
brute_force,560,28,17.8571
greedy,560,26,20.1154
dynamic,560,28,19.8571
brute_force,560,28,17.5357
greedy,560,26,19.1923
dynamic,560,28,20
brute_force,560,28,18.8214
greedy,560,27,20.2593
dynamic,560,30,18.3
brute_force,560,30,15.8667
greedy,560,28,18.5357
dynamic,560,29,19.1724
brute_force,560,29,19.1724
greedy,560,26,20.4615
dynamic,560,28,19.8929
brute_force,560,28,17.3929
greedy,560,26,21.3462
dynamic,560,28,19.8571
brute_force,560,28,18
greedy,560,26,19.6923
dynamic,560,29,19.1724
brute_force,560,29,18.1724
greedy,560,27,18.8889
dynamic,560,30,18.2
brute_force,560,30,14.7667
greedy,560,29,18.7241
dynamic,560,30,18.3667
brute_force,560,30,14.9333
greedy,560,29,18.2414
dynamic,560,27,20.6667
brute_force,560,27,18
greedy,560,24,22.6667
dynamic,560,30,18.1333
brute_force,560,30,16.7
greedy,560,28,18.9286
dynamic,560,30,18.1667
brute_force,560,30,15.2
greedy,560,29,18.5862
dynamic,560,28,19.5357
brute_force,560,28,18.0357
greedy,560,27,19.037
dynamic,560,26,21.5385
brute_force,560,26,20.4231
greedy,560,23,22.4783
dynamic,560,27,20.7407
brute_force,560,27,18.7037
greedy,560,26,21.1154
dynamic,560,30,18.0667
brute_force,560,30,17.3
greedy,560,27,20.2222
dynamic,560,28,19.75
brute_force,560,28,18.4286
greedy,560,25,20.64
dynamic,560,27,20.4444
brute_force,560,27,18.9259
greedy,560,25,20.72
dynamic,560,28,19.4643
brute_force,560,28,17.8214
greedy,560,27,20.3333
dynamic,560,30,16.6667
brute_force,560,30,16.6667
greedy,560,28,17.6071
dynamic,560,27,20.4444
brute_force,560,27,20.2963
greedy,560,25,20.64
dynamic,560,28,19.3214
brute_force,560,28,17.8214
greedy,560,25,22.24
dynamic,560,28,19.2857
brute_force,560,28,18.6429
greedy,560,26,21.1154
dynamic,560,28,19.9286
brute_force,560,28,18.7143
greedy,560,27,19.7407
dynamic,560,28,19.75
brute_force,560,28,18.1071
greedy,560,26,20.8462
dynamic,560,28,19.6786
brute_force,560,28,17.8571
greedy,560,27,19.7778
dynamic,560,30,16.9667
brute_force,560,30,13.5
greedy,560,29,18.5517
dynamic,560,29,19.069
brute_force,560,29,17.3448
greedy,560,27,19.037
dynamic,560,28,19.5357
brute_force,560,28,18.6429
greedy,560,27,20.6667
dynamic,560,30,18.5333
brute_force,560,30,17.5
greedy,560,28,18.75
dynamic,560,30,16.8
brute_force,560,30,15.5667
greedy,560,29,17.5517
dynamic,560,24,23.2917
brute_force,560,24,23.2917
greedy,560,22,24.4545
dynamic,560,28,19.7857
brute_force,560,28,17.0714
greedy,560,27,20.1481
dynamic,560,26,21.3846
brute_force,560,26,20.3846
greedy,560,24,22.5
dynamic,560,30,18.5333
brute_force,560,30,15.6333
greedy,560,29,18.0345
dynamic,560,30,18.1333
brute_force,560,30,17.8333
greedy,560,28,18.3929
dynamic,560,30,18.0667
brute_force,560,30,16.2333
greedy,560,29,19.2069
dynamic,560,29,19.2759
brute_force,560,29,16.6207
greedy,560,27,20.6667
dynamic,560,30,17.6
brute_force,560,30,17.1667
greedy,560,27,19.1481
dynamic,560,29,19.2414
brute_force,560,29,19.2414
greedy,560,27,20.4815
dynamic,560,29,19.1724
brute_force,560,29,18.7931
greedy,560,27,20.1111
dynamic,560,30,18.6
brute_force,560,30,15.5333
greedy,560,30,17.9667
dynamic,560,27,20.1481
brute_force,560,27,18.6296
greedy,560,26,20.5769
dynamic,560,29,18.7241
brute_force,560,29,18.7241
greedy,560,28,19.1786
dynamic,560,30,18.5
brute_force,560,30,16.1667
greedy,560,28,19.8571
dynamic,560,29,19.3103
brute_force,560,29,16.6552
greedy,560,27,19.037
dynamic,560,28,19.9643
brute_force,560,28,17.2143
greedy,560,27,19.8519
dynamic,560,28,19.8929
brute_force,560,28,19.8214
greedy,560,25,20.8
dynamic,560,29,18.9655
brute_force,560,29,18
greedy,560,27,19.6296
dynamic,560,29,18.3103
brute_force,560,29,17.1034
greedy,560,28,17.8571
dynamic,560,27,20.5556
brute_force,560,27,19.1852
greedy,560,24,21.4167
dynamic,560,29,19
brute_force,560,29,16.4138
greedy,560,27,20.5926
dynamic,560,29,19.069
brute_force,560,29,17.2069
greedy,560,27,20.5556
dynamic,560,28,19.4643
brute_force,560,28,17.5
greedy,560,27,19.5926
dynamic,560,27,20.7037
brute_force,560,27,19.3333
greedy,560,25,20.88
dynamic,580,30,19
brute_force,580,30,17.6333
greedy,580,28,19.2857
dynamic,580,30,19
brute_force,580,30,17.6333
greedy,580,28,19.2857
dynamic,580,30,18.9667
brute_force,580,30,14.4667
greedy,580,28,19.6071
dynamic,580,29,19.4483
brute_force,580,29,18.2069
greedy,580,27,19.7778
dynamic,580,30,18.8667
brute_force,580,30,17.1333
greedy,580,29,19.5517
dynamic,580,29,19.8276
brute_force,580,29,19.3448
greedy,580,28,20.4286
dynamic,580,27,21.4444
brute_force,580,27,20.3333
greedy,580,26,21.9231
dynamic,580,30,18.9
brute_force,580,30,17.3333
greedy,580,29,19.8621
dynamic,580,30,19.0333
brute_force,580,30,19.0333
greedy,580,27,20.963
dynamic,580,30,18.1
brute_force,580,30,17.2
greedy,580,28,20.5357
dynamic,580,30,16.9333
brute_force,580,30,14.0667
greedy,580,30,18.7333
dynamic,580,28,20.5714
brute_force,580,28,18.7857
greedy,580,26,20.8846
dynamic,580,29,19.9655
brute_force,580,29,19.3103
greedy,580,28,20.2143
dynamic,580,24,24.1667
brute_force,580,24,22.125
greedy,580,23,23.5217
dynamic,580,30,19.0333
brute_force,580,30,18.7
greedy,580,28,19.1429
dynamic,580,30,18.9667
brute_force,580,30,18.0667
greedy,580,29,19.7241
dynamic,580,29,19.4828
brute_force,580,29,18
greedy,580,28,20.6786
dynamic,580,28,19.75
brute_force,580,28,17.5714
greedy,580,26,20.7692
dynamic,580,30,19.2667
brute_force,580,30,19.2
greedy,580,28,19.8214
dynamic,580,29,19.931
brute_force,580,29,18.931
greedy,580,26,19.8846
dynamic,580,26,22.0385
brute_force,580,26,20.0769
greedy,580,25,22.24
dynamic,580,28,20.7143
brute_force,580,28,20.6429
greedy,580,26,20.2308
dynamic,580,28,20.6071
brute_force,580,28,18.8929
greedy,580,27,21.2222
dynamic,580,30,19.1667
brute_force,580,30,18.9333
greedy,580,27,19.5926
dynamic,580,29,20
brute_force,580,29,18.4138
greedy,580,27,20.8148
dynamic,580,28,20.5
brute_force,580,28,20.5
greedy,580,25,23.12
dynamic,580,29,19.5862
brute_force,580,29,18.6552
greedy,580,27,21.4074
dynamic,580,28,20.6786
brute_force,580,28,20.5714
greedy,580,25,20.92
dynamic,580,30,18.8333
brute_force,580,30,9.53333
greedy,580,30,18.6667
dynamic,580,30,19.2333
brute_force,580,30,15.7667
greedy,580,29,19.7241
dynamic,580,30,19.2
brute_force,580,30,17.0667
greedy,580,29,19.1724
dynamic,580,27,20.6667
brute_force,580,27,19.4815
greedy,580,24,21.625
dynamic,580,27,21.4444
brute_force,580,27,20
greedy,580,25,21.8
dynamic,580,29,19.8966
brute_force,580,29,19.8966
greedy,580,27,20.6667
dynamic,580,29,19.5517
brute_force,580,29,17.2414
greedy,580,28,19.3571
dynamic,580,30,19.2333
brute_force,580,30,18.6333
greedy,580,29,19.2069
dynamic,580,29,19.931
brute_force,580,29,18.069
greedy,580,28,20.6429
dynamic,580,30,19.3
brute_force,580,30,19.3
greedy,580,28,20.4286
dynamic,580,30,18.7333
brute_force,580,30,15.7667
greedy,580,28,18.9643
dynamic,580,30,18.8667
brute_force,580,30,15.6667
greedy,580,28,19.6786
dynamic,580,29,18.5862
brute_force,580,29,16.8276
greedy,580,28,20.25
dynamic,580,30,19.1
brute_force,580,30,18.9
greedy,580,27,19.8519
dynamic,580,30,19.2667
brute_force,580,30,19.2333
greedy,580,27,19.7407
dynamic,580,28,20.7143
brute_force,580,28,20.4643
greedy,580,25,21.24
dynamic,580,29,19.931
brute_force,580,29,18.6897
greedy,580,26,20.7692
dynamic,580,30,18.2333
brute_force,580,30,12.8
greedy,580,29,19.4138
dynamic,580,30,19.2333
brute_force,580,30,18.4667
greedy,580,28,18.8929
dynamic,580,30,16.2667
brute_force,580,30,11.4
greedy,580,30,18.7667
dynamic,580,26,21.7692
brute_force,580,26,20.1538
greedy,580,25,22.12
dynamic,580,30,18.9667
brute_force,580,30,17.4
greedy,580,29,18.5862
dynamic,580,29,19.8276
brute_force,580,29,18.2414
greedy,580,27,19.963
dynamic,580,29,19.6207
brute_force,580,29,18.069
greedy,580,27,20.0741
dynamic,580,28,20.1786
brute_force,580,28,18.8571
greedy,580,27,20.037
dynamic,580,26,22.3077
brute_force,580,26,20.2308
greedy,580,25,21.2
dynamic,580,30,18.9333
brute_force,580,30,15.2667
greedy,580,28,19.5357
dynamic,580,29,19.5862
brute_force,580,29,17.7931
greedy,580,28,19.4286
dynamic,580,30,18.6667
brute_force,580,30,16.8667
greedy,580,29,19
dynamic,580,30,18.4333
brute_force,580,30,16.5667
greedy,580,29,18.5172
dynamic,580,30,19.0333
brute_force,580,30,15.9667
greedy,580,28,20.3929
dynamic,580,28,20.5714
brute_force,580,28,20.0357
greedy,580,26,20.4615
dynamic,580,29,19.0345
brute_force,580,29,18.2759
greedy,580,27,20.5556
dynamic,580,30,18.9
brute_force,580,30,15.9
greedy,580,29,19.3793
dynamic,580,29,19.5517
brute_force,580,29,17.5862
greedy,580,27,20.7778
dynamic,580,29,19.8966
brute_force,580,29,19.1034
greedy,580,27,19.6296
dynamic,580,30,19.1
brute_force,580,30,18.2
greedy,580,28,20.3929
dynamic,580,30,18.8667
brute_force,580,30,18.5
greedy,580,28,18.6071
dynamic,580,28,20.2143
brute_force,580,28,18.5357
greedy,580,26,21.3462
dynamic,580,30,19.3
brute_force,580,30,17.7667
greedy,580,27,20.3333
dynamic,580,26,22.0769
brute_force,580,26,22.0769
greedy,580,24,22.875
dynamic,580,28,19.5357
brute_force,580,28,18.5714
greedy,580,26,20.6154
dynamic,580,30,18.4333
brute_force,580,30,14.6333
greedy,580,30,17.9
dynamic,580,30,18.3667
brute_force,580,30,15.3667
greedy,580,29,19.3793
dynamic,580,30,18.7
brute_force,580,30,17.6333
greedy,580,29,18.5517
dynamic,580,30,19.0667
brute_force,580,30,19
greedy,580,27,20.8519
dynamic,580,29,19.2759
brute_force,580,29,17.6207
greedy,580,27,20.1481
dynamic,580,30,19.3333
brute_force,580,30,16.8667
greedy,580,30,19.1
dynamic,580,29,19.7931
brute_force,580,29,18.5172
greedy,580,27,20.4815
dynamic,580,28,20.5714
brute_force,580,28,20.5714
greedy,580,26,20.2308
dynamic,580,30,18.8333
brute_force,580,30,17.4333
greedy,580,28,20.2143
dynamic,580,30,19.3
brute_force,580,30,19.3
greedy,580,27,20.037
dynamic,580,30,18.4333
brute_force,580,30,13.8667
greedy,580,29,18.1724
dynamic,580,29,19.9655
brute_force,580,29,19.2414
greedy,580,27,21
dynamic,580,30,19.2
brute_force,580,30,16.8333
greedy,580,28,19.9643
dynamic,580,30,19.2667
brute_force,580,30,18.2
greedy,580,28,19.8929
dynamic,580,28,20.4643
brute_force,580,28,17.4643
greedy,580,27,20.4074
dynamic,580,30,19.0333
brute_force,580,30,17.3667
greedy,580,29,16.8966
dynamic,580,28,20.7143
brute_force,580,28,19.0714
greedy,580,26,20.8462
dynamic,580,30,18.3333
brute_force,580,30,18.1667
greedy,580,28,19.2857
dynamic,580,30,18.8333
brute_force,580,30,18.3
greedy,580,27,19.9259
dynamic,580,28,20.6786
brute_force,580,28,20.1429
greedy,580,25,22.68
dynamic,580,30,17.5
brute_force,580,30,16.1
greedy,580,28,19.75
dynamic,580,30,19.3
brute_force,580,30,19.1667
greedy,580,28,18.8571
dynamic,580,29,18.931
brute_force,580,29,18
greedy,580,28,19
dynamic,580,29,19.9655
brute_force,580,29,19.2414
greedy,580,28,20.1429
dynamic,580,29,19.7931
brute_force,580,29,17.5862
greedy,580,28,20.3929
dynamic,580,30,18.8
brute_force,580,30,16.4333
greedy,580,29,18.1034
dynamic,580,30,19.2667
brute_force,580,30,17.5667
greedy,580,28,19.5714
dynamic,580,30,18.8667
brute_force,580,30,15.6333
greedy,580,29,18.5862
dynamic,580,29,19.7931
brute_force,580,29,18.1034
greedy,580,29,19.5172
dynamic,580,30,19.2333
brute_force,580,30,18.9667
greedy,580,28,19.9286
dynamic,580,30,18.6333
brute_force,580,30,15.8
greedy,580,29,19.2414
dynamic,580,30,19.3
brute_force,580,30,16.6333
greedy,580,29,18.7931
dynamic,580,30,18.5333
brute_force,580,30,14.1667
greedy,580,29,19.2414
dynamic,580,26,22.3077
brute_force,580,26,20.4231
greedy,580,24,21.625
dynamic,580,30,18.7667
brute_force,580,30,18.6333
greedy,580,27,20.8519
dynamic,580,30,19.1333
brute_force,580,30,14.7333
greedy,580,29,18.1379
dynamic,580,30,19.3333
brute_force,580,30,19.3333
greedy,580,27,19.5185
dynamic,580,29,19.9655
brute_force,580,29,19.8276
greedy,580,26,20.1923
dynamic,580,30,18.6
brute_force,580,30,14.5
greedy,580,29,19.4138
dynamic,580,30,19.2667
brute_force,580,30,16.2667
greedy,580,29,19.069
dynamic,580,26,21.9615
brute_force,580,26,20.1923
greedy,580,25,21.32
dynamic,580,30,19.3
brute_force,580,30,17.8333
greedy,580,28,19.4286
dynamic,580,29,19.4828
brute_force,580,29,17.069
greedy,580,28,20.1429
dynamic,580,28,19.6071
brute_force,580,28,17.5714
greedy,580,27,20.4444
dynamic,580,28,20.6429
brute_force,580,28,19.3929
greedy,580,26,21.8077
dynamic,580,26,22.3077
brute_force,580,26,21.7308
greedy,580,25,22.72
dynamic,580,29,19.6207
brute_force,580,29,18.7586
greedy,580,27,21.2593
dynamic,580,29,19.8276
brute_force,580,29,19.069
greedy,580,27,20.1852
dynamic,580,30,17.7667
brute_force,580,30,14.3
greedy,580,29,19.8276
dynamic,580,27,21
brute_force,580,27,20.5556
greedy,580,25,23
dynamic,580,30,18.9667
brute_force,580,30,18.2333
greedy,580,27,19.7778
dynamic,580,30,19.3333
brute_force,580,30,19.3333
greedy,580,28,20.2143
dynamic,580,27,21.3333
brute_force,580,27,19.5556
greedy,580,26,21.9615
dynamic,580,28,20.6071
brute_force,580,28,19.75
greedy,580,24,23.3333
dynamic,580,29,19.4483
brute_force,580,29,18.5172
greedy,580,27,21.2963
dynamic,580,27,21.4815
brute_force,580,27,19.6667
greedy,580,26,20.3462
dynamic,580,26,21.8846
brute_force,580,26,19.7308
greedy,580,24,23.25
dynamic,580,30,19.2667
brute_force,580,30,17.9333
greedy,580,28,19.4286
dynamic,580,26,22.1538
brute_force,580,26,21.0769
greedy,580,24,23.125
dynamic,580,30,19.2333
brute_force,580,30,18.2333
greedy,580,28,19.6786
dynamic,580,28,20.5714
brute_force,580,28,20.1429
greedy,580,26,20.1154
dynamic,580,28,20.7143
brute_force,580,28,20.7143
greedy,580,24,23.125
dynamic,580,29,19.931
brute_force,580,29,18.5172
greedy,580,29,19.6897
dynamic,580,29,20
brute_force,580,29,18.2069
greedy,580,27,21.1481
dynamic,580,28,20.6786
brute_force,580,28,20.6786
greedy,580,25,21.56
dynamic,580,30,18.8
brute_force,580,30,18.8
greedy,580,27,19.5556
dynamic,580,30,19.1333
brute_force,580,30,18.9
greedy,580,27,21
dynamic,580,29,19.8276
brute_force,580,29,18.2414
greedy,580,27,21.4444
dynamic,580,30,18.0333
brute_force,580,30,16.5667
greedy,580,28,18.7143
dynamic,580,30,19.2333
brute_force,580,30,17.0667
greedy,580,27,21.0741
dynamic,580,30,19.2
brute_force,580,30,16.8
greedy,580,28,19.6786
dynamic,580,29,17.8966
brute_force,580,29,17.4828
greedy,580,27,19.4444
dynamic,580,29,19.5517
brute_force,580,29,18
greedy,580,28,18.75
dynamic,580,29,19.6897
brute_force,580,29,19.1724
greedy,580,27,19.1481
dynamic,580,29,19.931
brute_force,580,29,19.5517
greedy,580,27,21
dynamic,580,29,19.7931
brute_force,580,29,19.7931
greedy,580,26,21.8846
dynamic,580,29,20
brute_force,580,29,20
greedy,580,28,20.1429
dynamic,580,30,18.3
brute_force,580,30,15.8667
greedy,580,28,20.3929
dynamic,580,29,19.5172
brute_force,580,29,19.1724
greedy,580,26,20.4615
dynamic,580,28,20.5357
brute_force,580,28,17.3929
greedy,580,26,21.3462
dynamic,580,28,20.2143
brute_force,580,28,18
greedy,580,27,21.0741
dynamic,580,29,19.4483
brute_force,580,29,18.1724
greedy,580,28,20.3571
dynamic,580,30,18.9
brute_force,580,30,14.7667
greedy,580,29,18.7241
dynamic,580,30,18.3667
brute_force,580,30,14.9333
greedy,580,29,18.2414
dynamic,580,28,20.7143
brute_force,580,28,20.1071
greedy,580,24,22.6667
dynamic,580,30,19.3333
brute_force,580,30,16.7
greedy,580,28,18.9286
dynamic,580,30,19.1667
brute_force,580,30,15.2
greedy,580,29,18.5862
dynamic,580,28,20.5
brute_force,580,28,18.0357
greedy,580,27,20.963
dynamic,580,26,22.3077
brute_force,580,26,20.4231
greedy,580,24,24.0833
dynamic,580,28,20.6429
brute_force,580,28,20.0357
greedy,580,26,21.1154
dynamic,580,30,19
brute_force,580,30,17.3
greedy,580,27,20.2222
dynamic,580,28,19.75
brute_force,580,28,18.4286
greedy,580,26,22.0385
dynamic,580,27,21.4815
brute_force,580,27,18.9259
greedy,580,25,20.72
dynamic,580,28,20.4286
brute_force,580,28,17.8214
greedy,580,27,20.3333
dynamic,580,30,19.3333
brute_force,580,30,16.6667
greedy,580,28,20.1429
dynamic,580,27,20.963
brute_force,580,27,20.2963
greedy,580,25,22.8
dynamic,580,29,19.7931
brute_force,580,29,19.4828
greedy,580,25,22.24
dynamic,580,28,20.6429
brute_force,580,28,18.6429
greedy,580,26,21.1154
dynamic,580,28,20.7143
brute_force,580,28,18.7143
greedy,580,27,19.7407
dynamic,580,28,20.3929
brute_force,580,28,18.1071
greedy,580,26,20.8462
dynamic,580,28,20.7143
brute_force,580,28,17.8571
greedy,580,27,19.7778
dynamic,580,30,16.9667
brute_force,580,30,13.5
greedy,580,29,18.5517
dynamic,580,29,20
brute_force,580,29,17.3448
greedy,580,27,21.2963
dynamic,580,28,20.6071
brute_force,580,28,18.6429
greedy,580,27,20.6667
dynamic,580,30,19.2667
brute_force,580,30,17.5
greedy,580,29,19.4483
dynamic,580,30,18.7333
brute_force,580,30,15.5667
greedy,580,29,19.7586
dynamic,580,24,23.5
brute_force,580,24,23.2917
greedy,580,22,24.4545
dynamic,580,29,20
brute_force,580,29,19.3448
greedy,580,27,20.1481
dynamic,580,26,22.3077
brute_force,580,26,20.3846
greedy,580,24,22.5
dynamic,580,30,19.0333
brute_force,580,30,15.6333
greedy,580,28,20.25
dynamic,580,30,19.2333
brute_force,580,30,17.8333
greedy,580,28,18.3929
dynamic,580,30,19.2
brute_force,580,30,16.2333
greedy,580,29,19.2069
dynamic,580,29,19.7241
brute_force,580,29,16.6207
greedy,580,27,20.6667
dynamic,580,30,17.6
brute_force,580,30,17.1667
greedy,580,28,20.2143
dynamic,580,29,19.8621
brute_force,580,29,19.2414
greedy,580,27,20.4815
dynamic,580,29,19.8276
brute_force,580,29,18.7931
greedy,580,27,20.1111
dynamic,580,30,19.2
brute_force,580,30,15.5333
greedy,580,30,17.9667
dynamic,580,28,20.5357
brute_force,580,28,20.5357
greedy,580,26,20.5769
dynamic,580,29,19.5517
brute_force,580,29,18.7241
greedy,580,27,21
dynamic,580,30,18.5
brute_force,580,30,16.1667
greedy,580,28,19.8571
dynamic,580,30,18.9667
brute_force,580,30,18.9667
greedy,580,27,19.037
dynamic,580,29,19.7241
brute_force,580,29,19.6207
greedy,580,28,20.6429
dynamic,580,28,20.6429
brute_force,580,28,19.8214
greedy,580,25,20.8
dynamic,580,29,19.9655
brute_force,580,29,18
greedy,580,27,19.6296
dynamic,580,29,19.9655
brute_force,580,29,17.1034
greedy,580,29,19.8276
dynamic,580,27,20.5556
brute_force,580,27,19.1852
