algorithm,budget,coverage,cost per coverage unit
greedy,520,27,17.5556
dynamic,520,30,16.6667
brute_force,520,30,15.2
greedy,520,28,16.1786
dynamic,520,28,18.5
brute_force,520,28,18.0357
greedy,520,27,19.037
dynamic,520,25,20.68
brute_force,520,25,18.16
greedy,520,23,22.4783
dynamic,520,27,18.963
brute_force,520,27,18.7037
greedy,520,26,19.5
dynamic,520,30,17.3
brute_force,520,30,17.3
greedy,520,26,18.6154
dynamic,520,28,18.4286
brute_force,520,28,18.4286
greedy,520,25,20.64
dynamic,520,27,19.2593
brute_force,520,27,18.9259
greedy,520,25,20.72
dynamic,520,28,17.8214
brute_force,520,28,17.8214
greedy,520,26,19
dynamic,520,30,16.6667
brute_force,520,30,16.6667
greedy,520,28,17.6071
dynamic,520,26,20
brute_force,520,26,18.3462
greedy,520,25,20.64
dynamic,520,28,18.1429
brute_force,520,28,17.8214
greedy,520,24,21.2083
dynamic,520,27,19.2593
brute_force,520,27,16.7778
greedy,520,25,19.88
dynamic,520,27,19.1852
brute_force,520,27,17.3333
greedy,520,27,18.4074
dynamic,520,28,18.5714
brute_force,520,28,18.1071
greedy,520,26,18.9231
dynamic,520,28,17.8571
brute_force,520,28,17.8571
greedy,520,26,18.6538
dynamic,520,30,16.9667
brute_force,520,30,13.5
greedy,520,29,16.8966
dynamic,520,29,17.4483
brute_force,520,29,17.3448
greedy,520,27,19.037
dynamic,520,27,19.1852
brute_force,520,27,17.1481
greedy,520,26,19.6538
dynamic,520,29,17.5172
brute_force,520,29,16.2759
greedy,520,27,18.037
dynamic,520,30,16.8
brute_force,520,30,15.5667
greedy,520,29,17.5517
dynamic,520,23,22.6087
brute_force,520,23,21.6522
greedy,520,22,21.9091
dynamic,520,28,17.75
brute_force,520,28,17.0714
greedy,520,26,18.5385
dynamic,520,25,20.72
brute_force,520,25,19.48
greedy,520,23,22.2174
dynamic,520,30,17.3333
brute_force,520,30,15.6333
greedy,520,28,16.8571
dynamic,520,29,17.8621
brute_force,520,29,15.4483
greedy,520,28,18.3929
dynamic,520,30,17.2333
brute_force,520,30,16.2333
greedy,520,29,17.4483
dynamic,520,29,17.4828
brute_force,520,29,16.6207
greedy,520,27,18.8148
dynamic,520,30,17.1667
brute_force,520,30,17.1667
greedy,520,27,19.1481
dynamic,520,28,18.4643
brute_force,520,28,17.1786
greedy,520,27,18.8889
dynamic,520,28,18.0357
brute_force,520,28,16.4643
greedy,520,26,18.0385
dynamic,520,30,17.0333
brute_force,520,30,15.5333
greedy,520,30,16.7
dynamic,520,27,19.2593
brute_force,520,27,18.6296
greedy,520,25,19.16
dynamic,520,28,18.3214
brute_force,520,28,17.0357
greedy,520,27,17.8889
dynamic,520,30,17
brute_force,520,30,16.1667
greedy,520,28,17.8214
dynamic,520,29,17.8276
brute_force,520,29,16.6552
greedy,520,27,19.037
dynamic,520,28,17.8929
brute_force,520,28,17.2143
greedy,520,26,19.2692
dynamic,520,27,18.7037
brute_force,520,27,17.3704
greedy,520,25,18.08
dynamic,520,28,18.3214
brute_force,520,28,16.0357
greedy,520,27,17.8519
dynamic,520,29,17.6897
brute_force,520,29,17.1034
greedy,520,28,17.8571
dynamic,520,27,19.1852
brute_force,520,27,19.1852
greedy,520,24,21.4167
dynamic,520,29,17.8966
brute_force,520,29,16.4138
greedy,520,26,19.2308
dynamic,520,29,17.8276
brute_force,520,29,17.2069
greedy,520,26,19.4231
dynamic,520,28,18.4286
brute_force,520,28,17.5
greedy,520,26,18.7308
dynamic,520,26,18.9231
brute_force,520,26,17.6538
greedy,520,24,19.7083
dynamic,540,30,17.9667
brute_force,540,30,17.6333
greedy,540,29,17.3448
dynamic,540,30,17.9667
brute_force,540,30,17.6333
greedy,540,29,17.3448
dynamic,540,30,16.1333
brute_force,540,30,14.4667
greedy,540,28,17.7143
dynamic,540,29,18.5517
brute_force,540,29,18.2069
greedy,540,27,19.7778
dynamic,540,30,17.8667
brute_force,540,30,17.1333
greedy,540,29,17.6207
dynamic,540,28,18.6786
brute_force,540,28,17.5
greedy,540,27,18.6667
dynamic,540,26,20.6923
brute_force,540,26,19.1154
greedy,540,25,20.76
dynamic,540,30,18
brute_force,540,30,17.3333
greedy,540,29,16.9655
dynamic,540,29,17.8966
brute_force,540,29,16.4483
greedy,540,27,18.8519
dynamic,540,30,17.2
brute_force,540,30,17.2
greedy,540,28,18.0714
dynamic,540,30,16.9333
brute_force,540,30,14.0667
greedy,540,29,16.4828
dynamic,540,28,19.1786
brute_force,540,28,18.7857
greedy,540,26,19.8077
dynamic,540,28,18.9643
brute_force,540,28,17.3214
greedy,540,27,18.2593
dynamic,540,24,22.4583
brute_force,540,24,22.125
greedy,540,22,22.3182
dynamic,540,29,17.3793
brute_force,540,29,16.1034
greedy,540,28,19.1429
dynamic,540,29,18.2414
brute_force,540,29,15.6552
greedy,540,28,18.2857
dynamic,540,29,18.5172
brute_force,540,29,18
greedy,540,28,19.0357
dynamic,540,28,19.0357
brute_force,540,28,17.5714
greedy,540,25,18.88
dynamic,540,29,18.2414
brute_force,540,29,17.3793
greedy,540,27,18.7407
dynamic,540,28,19.2857
brute_force,540,28,16.7143
greedy,540,26,19.8846
dynamic,540,26,20.5385
brute_force,540,26,20.0769
greedy,540,24,20.375
dynamic,540,27,19.8519
brute_force,540,27,18.4074
greedy,540,26,20.2308
dynamic,540,28,19.1071
brute_force,540,28,18.8929
greedy,540,27,19.6667
dynamic,540,29,18.4483
brute_force,540,29,16.7931
greedy,540,27,19.5926
dynamic,540,29,18.4138
brute_force,540,29,18.4138
greedy,540,27,19.1852
dynamic,540,27,19.8148
brute_force,540,27,18.7037
greedy,540,24,22.1667
dynamic,540,28,19.2143
brute_force,540,28,16.6786
greedy,540,26,20.3077
dynamic,540,27,19.7778
brute_force,540,27,18.0741
greedy,540,25,20.92
dynamic,540,30,17.2
brute_force,540,30,9.53333
greedy,540,30,17.0667
dynamic,540,30,17.1667
brute_force,540,30,15.7667
greedy,540,29,17.8621
dynamic,540,30,17.4667
brute_force,540,30,17.0667
greedy,540,28,17.2143
dynamic,540,27,19.8519
brute_force,540,27,19.4815
greedy,540,24,21.625
dynamic,540,27,20
brute_force,540,27,20
greedy,540,25,19.68
dynamic,540,28,19.1071
brute_force,540,28,17.0357
greedy,540,26,19.3462
dynamic,540,29,18.4138
brute_force,540,29,17.2414
greedy,540,28,17.75
dynamic,540,29,18.4828
brute_force,540,29,16.5172
greedy,540,28,17.8929
dynamic,540,29,18.3103
brute_force,540,29,18.069
greedy,540,28,19.2143
dynamic,540,29,18.2069
brute_force,540,29,16.8966
greedy,540,27,19.6296
dynamic,540,30,17.4
brute_force,540,30,15.7667
greedy,540,28,18.9643
dynamic,540,30,17.8
brute_force,540,30,15.6667
greedy,540,28,17.3214
dynamic,540,29,18.5862
brute_force,540,29,16.8276
greedy,540,28,18.0714
dynamic,540,29,18.6207
brute_force,540,29,16.6207
greedy,540,27,19.8519
dynamic,540,29,18.3103
brute_force,540,29,17.5862
greedy,540,27,19.7407
dynamic,540,27,19.8889
brute_force,540,27,17.8519
greedy,540,25,21.24
dynamic,540,28,18.7143
brute_force,540,28,16.8929
greedy,540,26,18.7308
dynamic,540,30,17.7
brute_force,540,30,12.8
greedy,540,29,17.2414
dynamic,540,29,18.5517
brute_force,540,29,16.8276
greedy,540,28,18.8929
dynamic,540,30,16.2667
brute_force,540,30,11.4
greedy,540,29,17.1379
dynamic,540,26,20.7308
brute_force,540,26,20.1538
greedy,540,24,20.5417
dynamic,540,30,17.4
brute_force,540,30,17.4
greedy,540,29,18.5862
dynamic,540,29,18.3448
brute_force,540,29,18.2414
greedy,540,27,19.963
dynamic,540,29,18.1379
brute_force,540,29,18.069
greedy,540,27,18.3333
dynamic,540,28,18.8571
brute_force,540,28,18.8571
greedy,540,26,18.9615
dynamic,540,26,20.6538
brute_force,540,26,20.2308
greedy,540,25,21.2
dynamic,540,30,17.0667
brute_force,540,30,15.2667
greedy,540,27,18.4074
dynamic,540,29,18.5172
brute_force,540,29,17.7931
greedy,540,27,18.1481
dynamic,540,30,17.9333
brute_force,540,30,16.8667
greedy,540,29,17.1379
dynamic,540,30,17.8
brute_force,540,30,16.5667
greedy,540,29,18.5172
dynamic,540,30,17.9
brute_force,540,30,15.9667
greedy,540,28,18.3571
dynamic,540,27,18.963
brute_force,540,27,18.3704
greedy,540,26,20.4615
dynamic,540,29,18.2759
brute_force,540,29,18.2759
greedy,540,27,18.5185
dynamic,540,30,17.8
brute_force,540,30,15.9
greedy,540,29,17.6897
dynamic,540,29,18.3793
brute_force,540,29,17.5862
greedy,540,26,19.7692
dynamic,540,28,19.1786
brute_force,540,28,17.25
greedy,540,27,19.6296
dynamic,540,29,18.6207
brute_force,540,29,16.5862
greedy,540,28,18.5357
dynamic,540,29,17.7586
brute_force,540,29,16.3448
greedy,540,28,18.6071
dynamic,540,28,19.1786
brute_force,540,28,18.5357
greedy,540,26,19.3077
dynamic,540,30,17.7667
brute_force,540,30,17.7667
greedy,540,27,18.5185
dynamic,540,25,21.24
brute_force,540,25,20.56
greedy,540,24,21.0417
dynamic,540,28,19.2143
brute_force,540,28,18.5714
greedy,540,26,20.6154
dynamic,540,30,17.9
brute_force,540,30,14.6333
greedy,540,30,17.9
dynamic,540,30,17.6667
brute_force,540,30,15.3667
greedy,540,29,17.2759
dynamic,540,30,17.8333
brute_force,540,30,17.6333
greedy,540,29,18.5517
dynamic,540,29,18.5862
brute_force,540,29,16.4138
greedy,540,27,18.5185
dynamic,540,29,17.8966
brute_force,540,29,17.6207
greedy,540,26,18.0769
dynamic,540,30,17.9667
brute_force,540,30,16.8667
greedy,540,29,18.0345
dynamic,540,29,18.6207
brute_force,540,29,18.5172
greedy,540,27,18.8519
dynamic,540,27,19.7407
brute_force,540,27,18.1852
greedy,540,26,20.2308
dynamic,540,30,17.8333
brute_force,540,30,17.4333
greedy,540,28,18.1071
dynamic,540,29,18.1379
brute_force,540,29,17.3103
greedy,540,26,18.9231
dynamic,540,30,16.8667
brute_force,540,30,13.8667
greedy,540,29,18.1724
dynamic,540,28,19.25
brute_force,540,28,17.6429
greedy,540,26,19.8846
dynamic,540,30,17.6667
brute_force,540,30,16.8333
greedy,540,28,18.0714
dynamic,540,29,17.4828
brute_force,540,29,16
greedy,540,27,19.2222
dynamic,540,28,19.2143
brute_force,540,28,17.4643
greedy,540,27,18.4444
dynamic,540,30,17.3667
brute_force,540,30,17.3667
greedy,540,29,16.8966
dynamic,540,28,19.25
brute_force,540,28,19.0714
greedy,540,25,19.24
dynamic,540,29,18.2414
brute_force,540,29,15.9655
greedy,540,27,18.1852
dynamic,540,29,18.5517
brute_force,540,29,16.5862
greedy,540,27,19.9259
dynamic,540,27,19.963
brute_force,540,27,17.8519
greedy,540,24,21.2083
dynamic,540,30,17.5
brute_force,540,30,16.1
greedy,540,28,18.3214
dynamic,540,29,18.4828
brute_force,540,29,17.2414
greedy,540,28,18.8571
dynamic,540,29,18.1379
brute_force,540,29,18
greedy,540,28,19
dynamic,540,28,18.6429
brute_force,540,28,17.4286
greedy,540,27,18.5556
dynamic,540,29,18.1379
brute_force,540,29,17.5862
greedy,540,27,18.5926
dynamic,540,30,17.7333
brute_force,540,30,16.4333
greedy,540,29,18.1034
dynamic,540,30,17.5667
brute_force,540,30,17.5667
greedy,540,27,18.6667
dynamic,540,30,17.2667
brute_force,540,30,15.6333
greedy,540,29,18.5862
dynamic,540,29,18.3448
brute_force,540,29,18.1034
greedy,540,28,19
dynamic,540,29,18.5172
brute_force,540,29,16.2069
greedy,540,28,17.6429
dynamic,540,30,16.2
brute_force,540,30,15.8
greedy,540,28,17.4286
dynamic,540,30,17.7
brute_force,540,30,16.6333
greedy,540,28,17.2143
dynamic,540,30,17.4333
brute_force,540,30,14.1667
greedy,540,29,17.1724
dynamic,540,26,20.6154
brute_force,540,26,20.4231
greedy,540,24,21.625
dynamic,540,29,18.1379
brute_force,540,29,16.2759
greedy,540,27,18.6296
dynamic,540,30,17.3333
brute_force,540,30,14.7333
greedy,540,29,18.1379
dynamic,540,29,18.1724
brute_force,540,29,16.6897
greedy,540,27,19.5185
dynamic,540,28,18.5
brute_force,540,28,17.1071
greedy,540,26,20.1923
dynamic,540,30,17.7333
brute_force,540,30,14.5
greedy,540,29,17.4138
dynamic,540,30,17.0667
brute_force,540,30,16.2667
greedy,540,28,16.8929
dynamic,540,26,20.6154
brute_force,540,26,20.1923
greedy,540,25,21.32
dynamic,540,30,17.9
brute_force,540,30,17.8333
greedy,540,28,17.7857
dynamic,540,29,17.7241
brute_force,540,29,17.069
greedy,540,28,18.7857
dynamic,540,28,18.9286
brute_force,540,28,17.5714
greedy,540,26,18.2308
dynamic,540,27,19.7037
brute_force,540,27,17.8519
greedy,540,25,20.24
dynamic,540,25,21.44
brute_force,540,25,19.76
greedy,540,24,21.1667
dynamic,540,28,18.5714
brute_force,540,28,16.0714
greedy,540,27,19.0741
dynamic,540,28,18.8571
brute_force,540,28,17
greedy,540,26,18.9231
dynamic,540,30,17.7667
brute_force,540,30,14.3
greedy,540,29,17.5862
dynamic,540,26,20.5385
brute_force,540,26,18.5385
greedy,540,24,21.375
dynamic,540,29,18.2414
brute_force,540,29,17.0345
greedy,540,27,19.7778
dynamic,540,29,18.3103
brute_force,540,29,16.931
greedy,540,28,18.1786
dynamic,540,27,19.8519
brute_force,540,27,19.5556
greedy,540,25,19.88
dynamic,540,27,19.5185
brute_force,540,27,17.1481
greedy,540,24,20.7083
dynamic,540,29,18.5172
brute_force,540,29,18.5172
greedy,540,25,19.52
dynamic,540,27,19.6667
brute_force,540,27,19.6667
greedy,540,26,20.3462
dynamic,540,26,20.7308
brute_force,540,26,19.7308
greedy,540,24,21.3333
dynamic,540,30,17.9333
brute_force,540,30,17.9333
greedy,540,28,17.5714
dynamic,540,25,21.44
brute_force,540,25,19.24
greedy,540,24,21.0833
dynamic,540,29,17.6207
brute_force,540,29,16.3448
greedy,540,27,18.6296
dynamic,540,27,19.6296
brute_force,540,27,18.2593
greedy,540,26,20.1154
dynamic,540,27,19.9259
brute_force,540,27,18.4444
greedy,540,24,20.9583
dynamic,540,29,18.6207
brute_force,540,29,18.5172
greedy,540,28,18.3929
dynamic,540,29,18.3793
brute_force,540,29,18.2069
greedy,540,26,20
dynamic,540,27,19.2963
brute_force,540,27,18.5185
greedy,540,25,21.56
dynamic,540,29,17.9655
brute_force,540,29,16.1724
greedy,540,27,19.5556
dynamic,540,29,17.7586
brute_force,540,29,16.2759
greedy,540,26,19.5385
dynamic,540,29,18.2414
brute_force,540,29,18.2414
greedy,540,26,20
dynamic,540,30,17.9
brute_force,540,30,16.5667
greedy,540,28,18.7143
dynamic,540,30,17.7333
brute_force,540,30,17.0667
greedy,540,26,19.6538
dynamic,540,30,17.9667
brute_force,540,30,16.8
greedy,540,28,17.7857
dynamic,540,29,17.8966
brute_force,540,29,17.4828
greedy,540,27,19.4444
dynamic,540,29,18.0345
brute_force,540,29,18
greedy,540,28,18.75
dynamic,540,28,19.25
brute_force,540,28,17.4286
greedy,540,27,19.1481
dynamic,540,28,19.25
brute_force,540,28,17.8571
greedy,540,26,20.1154
dynamic,540,28,18.8929
brute_force,540,28,17.5357
greedy,540,26,19.1923
dynamic,540,28,19.0357
brute_force,540,28,18.8214
greedy,540,26,19
dynamic,540,30,17.8333
brute_force,540,30,15.8667
greedy,540,28,18.5357
dynamic,540,28,18.8214
brute_force,540,28,16.3929
greedy,540,26,20.4615
dynamic,540,28,19.1071
brute_force,540,28,17.3929
greedy,540,25,20
dynamic,540,28,18.9643
brute_force,540,28,18
greedy,540,26,19.6923
dynamic,540,29,18.4483
brute_force,540,29,18.1724
greedy,540,27,18.8889
dynamic,540,30,17.7333
brute_force,540,30,14.7667
greedy,540,29,17.2069
dynamic,540,30,17.5333
brute_force,540,30,14.9333
greedy,540,29,18.2414
dynamic,540,27,19.9259
brute_force,540,27,18
greedy,540,24,21.0833
dynamic,540,30,17.7
brute_force,540,30,16.7
greedy,540,28,18.9286
dynamic,540,30,17.4
brute_force,540,30,15.2
greedy,540,29,18.5862
dynamic,540,28,19.25
brute_force,540,28,18.0357
greedy,540,27,19.037
dynamic,540,26,20.4231
brute_force,540,26,20.4231
greedy,540,23,22.4783
dynamic,540,27,19.9259
brute_force,540,27,18.7037
greedy,540,26,19.5
dynamic,540,30,18
brute_force,540,30,17.3
greedy,540,26,18.6154
dynamic,540,28,19.25
brute_force,540,28,18.4286
greedy,540,25,20.64
dynamic,540,27,19.9259
brute_force,540,27,18.9259
greedy,540,25,20.72
dynamic,540,28,19.2143
brute_force,540,28,17.8214
greedy,540,26,19
dynamic,540,30,16.6667
brute_force,540,30,16.6667
greedy,540,28,17.6071
dynamic,540,26,20.6538
brute_force,540,26,18.3462
greedy,540,25,20.64
dynamic,540,28,18.9286
brute_force,540,28,17.8214
greedy,540,24,21.2083
dynamic,540,28,19.2857
brute_force,540,28,18.6429
greedy,540,25,19.88
dynamic,540,28,18.7143
brute_force,540,28,18.7143
greedy,540,27,19.7407
dynamic,540,28,19.2857
brute_force,540,28,18.1071
greedy,540,26,18.9231
dynamic,540,28,19.2143
brute_force,540,28,17.8571
greedy,540,27,19.7778
dynamic,540,30,16.9667
brute_force,540,30,13.5
greedy,540,29,18.5517
dynamic,540,29,18.5172
brute_force,540,29,17.3448
greedy,540,27,19.037
dynamic,540,28,18.9286
brute_force,540,28,18.6429
greedy,540,26,19.6538
dynamic,540,30,17.9667
brute_force,540,30,17.5
greedy,540,28,18.75
dynamic,540,30,16.8
brute_force,540,30,15.5667
greedy,540,29,17.5517
dynamic,540,23,22.8261
brute_force,540,23,21.6522
greedy,540,22,24.4545
dynamic,540,28,18.7857
brute_force,540,28,17.0714
greedy,540,26,18.5385
dynamic,540,26,20.5769
brute_force,540,26,20.3846
greedy,540,23,22.2174
dynamic,540,30,17.7
brute_force,540,30,15.6333
greedy,540,29,18.0345
dynamic,540,30,17.8333
brute_force,540,30,17.8333
greedy,540,28,18.3929
dynamic,540,30,17.2333
brute_force,540,30,16.2333
greedy,540,29,17.4483
dynamic,540,29,18.3103
brute_force,540,29,16.6207
greedy,540,27,18.8148
dynamic,540,30,17.6
brute_force,540,30,17.1667
greedy,540,27,19.1481
dynamic,540,28,19.1071
brute_force,540,28,17.1786
greedy,540,27,18.8889
dynamic,540,28,19.2857
brute_force,540,28,16.4643
greedy,540,26,18.0385
dynamic,540,30,17.8667
brute_force,540,30,15.5333
greedy,540,30,17.9667
dynamic,540,27,19.5926
brute_force,540,27,18.6296
greedy,540,26,20.5769
dynamic,540,28,19.1429
brute_force,540,28,17.0357
greedy,540,28,19.1786
dynamic,540,30,17.7
brute_force,540,30,16.1667
greedy,540,28,17.8214
dynamic,540,29,18.6207
brute_force,540,29,16.6552
greedy,540,27,19.037
dynamic,540,28,19.2857
brute_force,540,28,17.2143
greedy,540,27,19.8519
dynamic,540,27,19.4815
brute_force,540,27,17.3704
greedy,540,25,20.8
dynamic,540,29,18.5172
brute_force,540,29,18
greedy,540,27,19.6296
dynamic,540,29,18.3103
brute_force,540,29,17.1034
greedy,540,28,17.8571
dynamic,540,27,19.8519
brute_force,540,27,19.1852
greedy,540,24,21.4167
dynamic,540,29,18.3793
brute_force,540,29,16.4138
greedy,540,26,19.2308
dynamic,540,29,18.4483
brute_force,540,29,17.2069
greedy,540,26,19.4231
dynamic,540,28,19.1786
brute_force,540,28,17.5
greedy,540,27,19.5926
dynamic,540,27,19.3333
brute_force,540,27,19.3333
greedy,540,25,20.88
dynamic,560,30,18.5333
brute_force,560,30,17.6333
greedy,560,28,19.2857
dynamic,560,30,18.5333
brute_force,560,30,17.6333
greedy,560,28,19.2857
dynamic,560,30,16.1333
brute_force,560,30,14.4667
greedy,560,28,19.6071
dynamic,560,29,19.069
brute_force,560,29,18.2069
greedy,560,27,19.7778
dynamic,560,30,17.8667
brute_force,560,30,17.1333
greedy,560,29,17.6207
dynamic,560,28,19.7143
brute_force,560,28,17.5
greedy,560,27,18.6667
dynamic,560,27,20.5926
brute_force,560,27,20.3333
greedy,560,25,20.76
dynamic,560,30,18.4333
brute_force,560,30,17.3333
greedy,560,29,16.9655
dynamic,560,29,18.8276
brute_force,560,29,16.4483
greedy,560,27,18.8519
dynamic,560,30,18.1
brute_force,560,30,17.2
greedy,560,28,18.0714
dynamic,560,30,16.9333
brute_force,560,30,14.0667
greedy,560,29,18.6207
dynamic,560,28,19.5714
brute_force,560,28,18.7857
greedy,560,26,20.8846
dynamic,560,29,19.3103
brute_force,560,29,19.3103
greedy,560,27,18.2593
dynamic,560,24,23.2917
brute_force,560,24,22.125
greedy,560,23,23.5217
dynamic,560,29,17.3793
brute_force,560,29,16.1034
greedy,560,28,19.1429
dynamic,560,30,18.0667
brute_force,560,30,18.0667
greedy,560,28,18.2857
dynamic,560,29,19.2759
brute_force,560,29,18
greedy,560,28,19.0357
dynamic,560,28,19.75
brute_force,560,28,17.5714
greedy,560,26,20.7692
dynamic,560,29,18.9655
brute_force,560,29,17.3793
greedy,560,28,19.8214
dynamic,560,29,19.3103
brute_force,560,29,18.931
greedy,560,26,19.8846
dynamic,560,26,21.1154
brute_force,560,26,20.0769
greedy,560,25,22.24
dynamic,560,27,20.6667
brute_force,560,27,18.4074
greedy,560,26,20.2308
dynamic,560,28,19.1071
brute_force,560,28,18.8929
greedy,560,27,19.6667
dynamic,560,29,19.3103
brute_force,560,29,16.7931
greedy,560,27,19.5926
dynamic,560,29,19
brute_force,560,29,18.4138
greedy,560,27,19.1852
dynamic,560,27,20.2222
brute_force,560,27,18.7037
greedy,560,24,22.1667
dynamic,560,29,19.3103
brute_force,560,29,18.6552
greedy,560,26,20.3077
dynamic,560,27,20.2222
brute_force,560,27,18.0741
greedy,560,25,20.92
dynamic,560,30,17.2
brute_force,560,30,9.53333
greedy,560,30,17.0667
dynamic,560,30,18.4667
brute_force,560,30,15.7667
greedy,560,29,17.8621
dynamic,560,30,17.4667
brute_force,560,30,17.0667
greedy,560,29,19.1724
dynamic,560,27,20.6667
brute_force,560,27,19.4815
greedy,560,24,21.625
dynamic,560,27,20.2593
brute_force,560,27,20
greedy,560,25,21.8
dynamic,560,28,19.75
brute_force,560,28,17.0357
greedy,560,27,20.6667
dynamic,560,29,18.931
brute_force,560,29,17.2414
greedy,560,28,19.3571
dynamic,560,30,18.6333
brute_force,560,30,18.6333
greedy,560,29,19.2069
dynamic,560,29,19.2414
brute_force,560,29,18.069
greedy,560,28,19.2143
dynamic,560,29,18.6897
brute_force,560,29,16.8966
greedy,560,27,19.6296
dynamic,560,30,18.1
brute_force,560,30,15.7667
greedy,560,28,18.9643
dynamic,560,30,17.8
brute_force,560,30,15.6667
greedy,560,28,19.6786
dynamic,560,29,18.5862
brute_force,560,29,16.8276
greedy,560,28,18.0714
dynamic,560,29,18.6207
brute_force,560,29,16.6207
greedy,560,27,19.8519
dynamic,560,29,19.1724
brute_force,560,29,17.5862
greedy,560,27,19.7407
dynamic,560,27,20.1481
brute_force,560,27,17.8519
greedy,560,25,21.24
dynamic,560,29,19
brute_force,560,29,18.6897
greedy,560,26,20.7692
dynamic,560,30,18.2333
brute_force,560,30,12.8
greedy,560,29,17.2414
dynamic,560,30,18.4667
brute_force,560,30,18.4667
greedy,560,28,18.8929
dynamic,560,30,16.2667
brute_force,560,30,11.4
greedy,560,29,17.1379
dynamic,560,26,21.5
brute_force,560,26,20.1538
greedy,560,25,22.12
dynamic,560,30,17.4
brute_force,560,30,17.4
greedy,560,29,18.5862
dynamic,560,29,18.3448
brute_force,560,29,18.2414
greedy,560,27,19.963
dynamic,560,29,19
brute_force,560,29,18.069
greedy,560,27,20.0741
dynamic,560,28,19.9643
brute_force,560,28,18.8571
greedy,560,27,20.037
dynamic,560,26,21.5
brute_force,560,26,20.2308
greedy,560,25,21.2
dynamic,560,30,18.6667
brute_force,560,30,15.2667
greedy,560,28,19.5357
dynamic,560,29,18.8621
brute_force,560,29,17.7931
greedy,560,28,19.4286
dynamic,560,30,18.6667
brute_force,560,30,16.8667
greedy,560,29,19
dynamic,560,30,18.4333
brute_force,560,30,16.5667
greedy,560,29,18.5172
dynamic,560,30,17.9
brute_force,560,30,15.9667
greedy,560,28,18.3571
dynamic,560,27,20.6667
brute_force,560,27,18.3704
greedy,560,26,20.4615
dynamic,560,29,19.0345
brute_force,560,29,18.2759
greedy,560,27,20.5556
dynamic,560,30,18.2333
brute_force,560,30,15.9
greedy,560,29,17.6897
dynamic,560,29,19.1034
brute_force,560,29,17.5862
greedy,560,26,19.7692
dynamic,560,29,19.2414
brute_force,560,29,19.1034
greedy,560,27,19.6296
dynamic,560,30,18.3333
brute_force,560,30,18.2
greedy,560,28,18.5357
dynamic,560,30,18.5
brute_force,560,30,18.5
greedy,560,28,18.6071
dynamic,560,28,19.5714
brute_force,560,28,18.5357
greedy,560,26,21.3462
dynamic,560,30,18.4333
brute_force,560,30,17.7667
greedy,560,27,20.3333
dynamic,560,25,22.04
brute_force,560,25,20.56
greedy,560,24,22.875
dynamic,560,28,19.5357
brute_force,560,28,18.5714
greedy,560,26,20.6154
dynamic,560,30,18.4333
brute_force,560,30,14.6333
greedy,560,30,17.9
dynamic,560,30,18.3667
brute_force,560,30,15.3667
greedy,560,29,17.2759
dynamic,560,30,18.5
brute_force,560,30,17.6333
greedy,560,29,18.5517
dynamic,560,29,18.8621
brute_force,560,29,16.4138
greedy,560,27,18.5185
dynamic,560,29,19.2759
brute_force,560,29,17.6207
greedy,560,27,20.1481
dynamic,560,30,18.5333
brute_force,560,30,16.8667
greedy,560,29,18.0345
dynamic,560,29,19.2414
brute_force,560,29,18.5172
greedy,560,27,20.4815
dynamic,560,27,20.4815
brute_force,560,27,18.1852
greedy,560,26,20.2308
dynamic,560,30,18.3667
brute_force,560,30,17.4333
greedy,560,28,18.1071
dynamic,560,29,19.3103
brute_force,560,29,17.3103
greedy,560,27,20.037
dynamic,560,30,18.4333
brute_force,560,30,13.8667
greedy,560,29,18.1724
dynamic,560,29,19.2414
brute_force,560,29,19.2414
greedy,560,26,19.8846
dynamic,560,30,17.6667
brute_force,560,30,16.8333
greedy,560,28,19.9643
dynamic,560,30,18.3
brute_force,560,30,18.2
greedy,560,28,19.8929
dynamic,560,28,19.9643
brute_force,560,28,17.4643
greedy,560,27,20.4074
dynamic,560,30,18.2333
brute_force,560,30,17.3667
greedy,560,29,16.8966
dynamic,560,28,19.9286
brute_force,560,28,19.0714
greedy,560,26,20.8462
dynamic,560,30,18.3333
brute_force,560,30,18.1667
greedy,560,28,19.2857
dynamic,560,30,18.3
brute_force,560,30,18.3
greedy,560,27,19.9259
dynamic,560,27,20.7037
brute_force,560,27,17.8519
greedy,560,24,21.2083
dynamic,560,30,17.5
brute_force,560,30,16.1
greedy,560,28,19.75
dynamic,560,29,19.1034
brute_force,560,29,17.2414
greedy,560,28,18.8571
dynamic,560,29,18.931
brute_force,560,29,18
greedy,560,28,19
dynamic,560,29,19.2414
brute_force,560,29,19.2414
greedy,560,27,18.5556
dynamic,560,29,18.9655
brute_force,560,29,17.5862
greedy,560,27,18.5926
dynamic,560,30,18.0667
brute_force,560,30,16.4333
greedy,560,29,18.1034
dynamic,560,30,18.6333
brute_force,560,30,17.5667
greedy,560,28,19.5714
dynamic,560,30,18.5667
brute_force,560,30,15.6333
greedy,560,29,18.5862
dynamic,560,29,19.2069
brute_force,560,29,18.1034
greedy,560,28,19
dynamic,560,29,19.2069
brute_force,560,29,16.2069
greedy,560,28,19.9286
dynamic,560,30,18.6333
brute_force,560,30,15.8
greedy,560,29,19.2414
dynamic,560,30,18.4667
brute_force,560,30,16.6333
greedy,560,29,18.7931
dynamic,560,30,18.5333
brute_force,560,30,14.1667
