algorithm,budget,coverage,cost_per_coverage,distribution,radius,time
random,1900,100,4.37,3,11,0
bad_greedy,1900,100,4.37,3,11,1
k=1,1900,100,1.12,3,11,33
k=2,1900,100,1.1,3,11,1524
greedy,1900,71,26.0282,4,11,3
random,1900,34,55.2059,4,11,0
bad_greedy,1900,39,48.0769,4,11,1
k=1,1900,71,25.9155,4,11,49
k=2,1900,71,25.9155,4,11,2393
greedy,1900,100,7.4,2,11,3
random,1900,99,19.1919,2,11,0
bad_greedy,1900,99,19.1919,2,11,1
k=1,1900,100,7.4,2,11,33
k=2,1900,100,7.4,2,11,1560
greedy,1900,100,0.94,3,11,3
random,1900,100,4.27,3,11,0
bad_greedy,1900,100,4.27,3,11,1
k=1,1900,100,0.92,3,11,31
k=2,1900,100,0.91,3,11,1427
greedy,1900,79,23.038,4,11,3
random,1900,43,43.4884,4,11,0
bad_greedy,1900,55,32.9091,4,11,1
k=1,1900,80,23.275,4,11,39
k=2,1900,80,23.2625,4,11,1906
greedy,1900,100,7.8,2,11,3
random,1900,99,19.1919,2,11,0
bad_greedy,1900,99,19.1919,2,11,1
k=1,1900,100,7.6,2,11,34
k=2,1900,100,7.6,2,11,1617
greedy,1900,100,1.07,3,11,3
random,1900,100,4.73,3,11,0
bad_greedy,1900,100,4.73,3,11,1
k=1,1900,100,1.03,3,11,32
k=2,1900,100,1.02,3,11,1488
greedy,1900,68,27.9118,4,11,3
random,1900,36,52,4,11,0
bad_greedy,1900,49,38.3469,4,11,1
k=1,1900,68,27.2794,4,11,48
k=2,1900,68,27.2794,4,11,2356
greedy,1900,100,7.2,2,11,3
random,1900,99,19.1919,2,11,0
bad_greedy,1900,100,19,2,11,1
k=1,1900,100,6.8,2,11,32
k=2,1900,100,6.8,2,11,1464
greedy,1900,100,1.14,3,11,3
random,1900,100,4.66,3,11,0
bad_greedy,1900,100,4.66,3,11,1
k=1,1900,100,1.14,3,11,30
k=2,1900,100,1.13,3,11,1452
greedy,1900,72,26.3194,4,11,3
random,1900,47,40.0851,4,11,0
bad_greedy,1900,46,40.1087,4,11,1
k=1,1900,72,25.6111,4,11,47
k=2,1900,72,25.6111,4,11,2276
greedy,1900,100,8,2,11,3
random,1900,100,19,2,11,0
bad_greedy,1900,99,19.1919,2,11,1
k=1,1900,100,8,2,11,35
k=2,1900,100,8,2,11,1650
greedy,1900,100,1.07,3,11,3
random,1900,100,4.58,3,11,0
bad_greedy,1900,100,4.58,3,11,1
k=1,1900,100,1.06,3,11,30
k=2,1900,100,1.05,3,11,1437
greedy,1900,69,27.4348,4,11,3
random,1900,30,63.3,4,11,0
bad_greedy,1900,43,44.1628,4,11,1
k=1,1900,69,27.1739,4,11,47
k=2,1900,70,26.9429,4,11,2245
greedy,1900,100,7.2,2,11,3
random,1900,100,19,2,11,0
bad_greedy,1900,98,19.3878,2,11,1
k=1,1900,100,7.2,2,11,32
k=2,1900,100,7.2,2,11,1517
greedy,1900,100,0.96,3,11,3
random,1900,100,4.17,3,11,0
bad_greedy,1900,100,4.17,3,11,1
k=1,1900,100,0.92,3,11,29
k=2,1900,100,0.91,3,11,1381
greedy,1900,62,29.7903,4,11,3
random,1900,40,47.3,4,11,0
bad_greedy,1900,44,42.0227,4,11,1
k=1,1900,63,29.4762,4,11,52
k=2,1900,64,29.4844,4,11,2497
greedy,1500,76,19.7368,2,2,3
random,1500,75,20,2,2,0
bad_greedy,1500,75,20,2,2,1
k=1,1500,76,19.7368,2,2,61
k=2,1500,76,19.7368,2,2,3101
greedy,1500,100,4.52,3,2,3
random,1500,100,4.58,3,2,0
bad_greedy,1500,100,4.58,3,2,1
k=1,1500,100,4.52,3,2,69
k=2,1500,100,4.52,3,2,3244
greedy,1500,24,60.7083,4,2,3
random,1500,11,133.455,4,2,0
bad_greedy,1500,23,62.087,4,2,1
k=1,1500,24,60.7083,4,2,66
k=2,1500,24,60.7083,4,2,3192
greedy,1500,78,19.2308,2,2,3
random,1500,77,19.4805,2,2,0
bad_greedy,1500,75,20,2,2,1
k=1,1500,78,19.2308,2,2,62
k=2,1500,78,19.2308,2,2,3115
greedy,1500,100,4.24,3,2,3
random,1500,100,4.58,3,2,0
bad_greedy,1500,100,4.58,3,2,1
k=1,1500,100,4.24,3,2,71
k=2,1500,100,4.24,3,2,3203
greedy,1500,26,56.6154,4,2,3
random,1500,13,111.538,4,2,0
bad_greedy,1500,25,58.56,4,2,1
k=1,1500,26,56.6154,4,2,63
k=2,1500,26,56.6154,4,2,3159
greedy,1500,80,18.75,2,2,3
random,1500,78,19.2308,2,2,0
bad_greedy,1500,76,19.7368,2,2,1
k=1,1500,80,18.75,2,2,61
k=2,1500,80,18.75,2,2,3093
greedy,1500,100,4.29,3,2,3
random,1500,100,4.41,3,2,0
bad_greedy,1500,100,4.41,3,2,1
k=1,1500,100,4.29,3,2,69
k=2,1500,100,4.29,3,2,3305
greedy,1500,26,55.0769,4,2,3
random,1500,12,122.25,4,2,0
bad_greedy,1500,25,58.8,4,2,2
k=1,1500,26,55.0769,4,2,65
k=2,1500,26,55.0769,4,2,3131
greedy,1500,78,19.2308,2,2,3
random,1500,76,19.7368,2,2,0
bad_greedy,1500,76,19.7368,2,2,1
k=1,1500,78,19.2308,2,2,60
k=2,1500,78,19.2308,2,2,3110
greedy,1500,100,4.31,3,2,3
random,1500,100,4.54,3,2,0
bad_greedy,1500,100,4.54,3,2,1
k=1,1500,100,4.31,3,2,78
k=2,1500,100,4.31,3,2,3225
greedy,1500,25,56.92,4,2,3
random,1500,11,136.364,4,2,0
bad_greedy,1500,25,59.84,4,2,1
k=1,1500,25,56.92,4,2,63
k=2,1500,25,56.92,4,2,3175
greedy,1500,77,19.4805,2,2,4
random,1500,76,19.7368,2,2,0
bad_greedy,1500,76,19.7368,2,2,1
k=1,1500,77,19.4805,2,2,69
k=2,1500,77,19.4805,2,2,3062
greedy,1500,100,4.31,3,2,3
random,1500,100,4.49,3,2,0
bad_greedy,1500,100,4.49,3,2,1
k=1,1500,100,4.31,3,2,65
k=2,1500,100,4.31,3,2,3211
greedy,1500,25,57.48,4,2,3
random,1500,13,111.923,4,2,0
bad_greedy,1500,24,62.3333,4,2,1
k=1,1500,25,57.48,4,2,63
k=2,1500,25,57.48,4,2,3216
greedy,1500,77,19.4805,2,2,3
random,1500,75,20,2,2,0
bad_greedy,1500,75,20,2,2,1
k=1,1500,77,19.4805,2,2,66
k=2,1500,77,19.4805,2,2,3085
greedy,1500,100,4.42,3,2,3
random,1500,100,4.58,3,2,0
bad_greedy,1500,100,4.58,3,2,1
k=1,1500,100,4.42,3,2,65
k=2,1500,100,4.42,3,2,3317
greedy,1500,27,54.963,4,2,3
random,1500,9,163.111,4,2,0
bad_greedy,1500,25,58.6,4,2,1
k=1,1500,27,54.963,4,2,62
k=2,1500,27,54.963,4,2,3106
greedy,1500,80,18.75,2,2,3
random,1500,77,19.4805,2,2,0
bad_greedy,1500,75,20,2,2,1
k=1,1500,80,18.75,2,2,60
k=2,1500,80,18.75,2,2,3114
greedy,1500,100,4.8,3,2,3
random,1500,100,4.92,3,2,0
bad_greedy,1500,100,4.92,3,2,1
k=1,1500,100,4.8,3,2,65
k=2,1500,100,4.8,3,2,3255
greedy,1500,22,68.0909,4,2,3
random,1500,11,134.545,4,2,0
bad_greedy,1500,22,68.0909,4,2,1
k=1,1500,22,68.0909,4,2,66
k=2,1500,22,68.0909,4,2,3250
greedy,1500,78,19.2308,2,2,3
random,1500,78,19.2308,2,2,0
bad_greedy,1500,75,20,2,2,1
k=1,1500,78,19.2308,2,2,62
k=2,1500,78,19.2308,2,2,3086
greedy,1500,100,4.54,3,2,3
random,1500,100,4.62,3,2,0
bad_greedy,1500,100,4.62,3,2,1
k=1,1500,100,4.54,3,2,64
k=2,1500,100,4.54,3,2,3231
greedy,1500,23,62.2609,4,2,3
random,1500,11,133.727,4,2,0
bad_greedy,1500,22,64.7273,4,2,1
k=1,1500,23,62.2609,4,2,64
k=2,1500,23,62.2609,4,2,3200
greedy,1500,78,19.2308,2,2,4
random,1500,76,19.7368,2,2,0
bad_greedy,1500,75,20,2,2,1
k=1,1500,78,19.2308,2,2,62
k=2,1500,78,19.2308,2,2,3080
greedy,1500,100,3.97,3,2,4
random,1500,100,4.23,3,2,0
bad_greedy,1500,100,4.23,3,2,1
k=1,1500,100,3.97,3,2,63
k=2,1500,100,3.97,3,2,3188
greedy,1500,27,54.8148,4,2,3
random,1500,13,113,4,2,0
bad_greedy,1500,25,59.52,4,2,1
k=1,1500,27,54.8148,4,2,61
k=2,1500,27,54.8148,4,2,3117
greedy,1500,78,19.2308,2,2,3
random,1500,76,19.7368,2,2,0
bad_greedy,1500,75,20,2,2,1
k=1,1500,78,19.2308,2,2,62
k=2,1500,78,19.2308,2,2,3043
greedy,1500,100,4,3,2,3
random,1500,100,4.4,3,2,0
bad_greedy,1500,100,4.4,3,2,1
k=1,1500,100,4,3,2,85
k=2,1500,100,4,3,2,3159
greedy,1500,22,65.3636,4,2,3
random,1500,11,134.909,4,2,0
bad_greedy,1500,22,65.3636,4,2,1
k=1,1500,22,65.3636,4,2,64
k=2,1500,22,65.3636,4,2,3197
greedy,1500,100,3.4,2,19,4
random,1500,100,15,2,19,0
bad_greedy,1500,86,17.4419,2,19,1
k=1,1500,100,3.2,2,19,17
k=2,1500,100,3.2,2,19,832
greedy,1500,100,0.26,3,19,3
random,1500,100,4.3,3,19,0
bad_greedy,1500,100,4.3,3,19,1
k=1,1500,100,0.25,3,19,15
k=2,1500,100,0.24,3,19,703
greedy,1500,87,17.069,4,19,3
random,1500,53,27.9434,4,19,0
bad_greedy,1500,60,23.5,4,19,1
k=1,1500,87,16.4598,4,19,42
k=2,1500,88,16.6136,4,19,1684
greedy,1500,100,3.2,2,19,3
random,1500,100,15,2,19,0
bad_greedy,1500,97,15.4639,2,19,1
k=1,1500,100,2.8,2,19,16
k=2,1500,100,2.8,2,19,718
greedy,1500,100,0.39,3,19,3
random,1500,100,4.58,3,19,0
bad_greedy,1500,100,4.58,3,19,1
k=1,1500,100,0.35,3,19,18
k=2,1500,100,0.33,3,19,784
greedy,1500,85,16.5176,4,19,3
random,1500,47,31.6596,4,19,0
bad_greedy,1500,42,33.4048,4,19,1
k=1,1500,86,17.4419,4,19,33
k=2,1500,86,17.3837,4,19,1658
greedy,1500,100,4.2,2,19,3
random,1500,97,15.4639,2,19,0
bad_greedy,1500,93,16.129,2,19,1
k=1,1500,100,4.2,2,19,21
k=2,1500,100,4,2,19,975
greedy,1500,100,0.38,3,19,3
random,1500,100,4.87,3,19,0
bad_greedy,1500,100,4.87,3,19,1
k=1,1500,100,0.36,3,19,16
k=2,1500,100,0.34,3,19,734
greedy,1500,83,17.6988,4,19,3
random,1500,52,28.7308,4,19,0
bad_greedy,1500,63,23.3492,4,19,1
k=1,1500,83,17.6988,4,19,40
k=2,1500,83,17.6988,4,19,2019
greedy,1500,100,3.8,2,19,3
random,1500,99,15.1515,2,19,0
bad_greedy,1500,88,17.0455,2,19,1
k=1,1500,100,3.4,2,19,18
k=2,1500,100,3.2,2,19,823
greedy,1500,100,0.33,3,19,3
random,1500,100,4.18,3,19,0
bad_greedy,1500,100,4.18,3,19,1
k=1,1500,100,0.33,3,19,16
k=2,1500,100,0.32,3,19,726
greedy,1500,77,18.961,4,19,3
random,1500,45,32.8667,4,19,0
bad_greedy,1500,54,27.3148,4,19,1
k=1,1500,78,19.0256,4,19,44
k=2,1500,78,18.859,4,19,2195
greedy,1500,100,3.6,2,19,3
random,1500,99,15.1515,2,19,0
bad_greedy,1500,91,16.4835,2,19,1
k=1,1500,100,3.4,2,19,18
k=2,1500,100,3.4,2,19,804
greedy,1500,100,0.37,3,19,3
random,1500,100,4.45,3,19,0
bad_greedy,1500,100,4.45,3,19,1
k=1,1500,100,0.33,3,19,16
k=2,1500,100,0.33,3,19,737
greedy,1500,88,16.9205,4,19,3
random,1500,48,31.2292,4,19,0
bad_greedy,1500,65,21.9231,4,19,1
k=1,1500,88,16.4659,4,19,40
k=2,1500,88,16.4659,4,19,1944
greedy,1500,100,4,2,19,3
random,1500,99,15.1515,2,19,0
bad_greedy,1500,93,16.129,2,19,1
k=1,1500,100,4,2,19,20
k=2,1500,100,4,2,19,951
greedy,1500,100,0.36,3,19,3
random,1500,100,4.61,3,19,0
bad_greedy,1500,100,4.61,3,19,1
k=1,1500,100,0.36,3,19,17
k=2,1500,100,0.36,3,19,804
greedy,1500,88,16.4432,4,19,5
random,1500,42,35.6905,4,19,0
bad_greedy,1500,50,29.58,4,19,1
k=1,1500,88,16.4432,4,19,32
k=2,1500,88,16.4432,4,19,1559
greedy,1500,100,4.2,2,19,3
random,1500,99,15.1515,2,19,0
bad_greedy,1500,93,16.129,2,19,1
k=1,1500,100,4,2,19,21
k=2,1500,100,4,2,19,946
greedy,1500,100,0.22,3,19,3
random,1500,100,4.47,3,19,0
bad_greedy,1500,100,4.47,3,19,1
k=1,1500,100,0.22,3,19,14
k=2,1500,100,0.22,3,19,628
greedy,1500,85,16.7059,4,19,3
random,1500,67,22.3731,4,19,0
bad_greedy,1500,59,23.8305,4,19,1
k=1,1500,87,16.954,4,19,43
k=2,1500,87,16.8851,4,19,2082
greedy,1500,100,3.6,2,19,3
random,1500,99,15.1515,2,19,0
bad_greedy,1500,92,16.3043,2,19,1
k=1,1500,100,3.4,2,19,18
k=2,1500,100,3.4,2,19,830
greedy,1500,100,0.46,3,19,3
random,1500,100,4.6,3,19,0
bad_greedy,1500,100,4.6,3,19,1
k=1,1500,100,0.44,3,19,18
k=2,1500,100,0.42,3,19,814
greedy,1500,87,16.6897,4,19,3
random,1500,53,28.2642,4,19,0
bad_greedy,1500,56,26.5357,4,19,1
k=1,1500,88,16.7159,4,19,35
k=2,1500,88,16.7159,4,19,1780
greedy,1500,100,4.2,2,19,3
random,1500,97,15.4639,2,19,0
bad_greedy,1500,87,17.2414,2,19,1
k=1,1500,100,3.8,2,19,20
k=2,1500,100,3.6,2,19,971
greedy,1500,100,0.4,3,19,3
random,1500,100,4.52,3,19,0
bad_greedy,1500,100,4.52,3,19,1
k=1,1500,100,0.38,3,19,18
k=2,1500,100,0.36,3,19,864
greedy,1500,85,17.4,4,19,3
random,1500,55,26.7091,4,19,0
bad_greedy,1500,42,34.619,4,19,1
k=1,1500,86,17.2791,4,19,42
k=2,1500,86,17.2791,4,19,2072
greedy,1500,100,4.4,2,19,3
random,1500,98,15.3061,2,19,0
bad_greedy,1500,90,16.6667,2,19,1
k=1,1500,100,4.2,2,19,22
k=2,1500,100,4,2,19,940
greedy,1500,100,0.42,3,19,3
random,1500,100,4.18,3,19,0
bad_greedy,1500,100,4.18,3,19,1
k=1,1500,100,0.39,3,19,19
k=2,1500,100,0.37,3,19,840
greedy,1500,90,16.1222,4,19,3
random,1500,57,25.4386,4,19,0
bad_greedy,1500,59,24.2034,4,19,1
k=1,1500,90,16.1222,4,19,30
k=2,1500,90,16.1222,4,19,1450
greedy,2300,100,8.2,2,11,9
random,2300,100,20,2,11,0
bad_greedy,2300,100,20,2,11,1
k=1,2300,100,8.2,2,11,36
k=2,2300,100,8.2,2,11,1695
greedy,2300,100,1.28,3,11,3
random,2300,100,4.81,3,11,0
bad_greedy,2300,100,4.81,3,11,1
k=1,2300,100,1.25,3,11,33
k=2,2300,100,1.22,3,11,1559
greedy,2300,78,28.6026,4,11,3
random,2300,50,45.86,4,11,0
bad_greedy,2300,53,41.5094,4,11,1
k=1,2300,78,28.2436,4,11,43
k=2,2300,78,28.2436,4,11,2047
greedy,2300,100,8,2,11,3
random,2300,100,20,2,11,0
bad_greedy,2300,100,20,2,11,1
k=1,2300,100,8,2,11,35
k=2,2300,100,8,2,11,1652
greedy,2300,100,0.9,3,11,3
random,2300,100,4.08,3,11,0
bad_greedy,2300,100,4.08,3,11,1
k=1,2300,100,0.9,3,11,33
k=2,2300,100,0.89,3,11,1514
greedy,2300,78,29.2564,4,11,3
random,2300,52,44.2308,4,11,0
bad_greedy,2300,49,46.8776,4,11,1
k=1,2300,78,28.8333,4,11,38
k=2,2300,78,28.8333,4,11,1896
greedy,2300,100,8,2,11,3
random,2300,100,20,2,11,0
bad_greedy,2300,100,20,2,11,1
k=1,2300,100,7.6,2,11,35
k=2,2300,100,7.6,2,11,1646
greedy,2300,100,1.03,3,11,3
random,2300,100,4.27,3,11,0
bad_greedy,2300,100,4.27,3,11,1
k=1,2300,100,1.01,3,11,31
k=2,2300,100,0.98,3,11,1453
greedy,2300,77,29.6623,4,11,3
random,2300,47,48.8936,4,11,0
bad_greedy,2300,54,40.8889,4,11,1
k=1,2300,78,29.4744,4,11,40
k=2,2300,78,29.4744,4,11,1917
greedy,2300,100,6.8,2,11,3
random,2300,100,20,2,11,0
bad_greedy,2300,100,20,2,11,1
k=1,2300,100,6.6,2,11,30
k=2,2300,100,6.6,2,11,1428
greedy,2300,100,1.09,3,11,3
random,2300,100,4.42,3,11,0
bad_greedy,2300,100,4.42,3,11,1
k=1,2300,100,1.06,3,11,31
k=2,2300,100,1.04,3,11,1478
greedy,2300,78,28.9487,4,11,3
random,2300,63,36.3016,4,11,0
bad_greedy,2300,46,49.8261,4,11,1
k=1,2300,78,28.5513,4,11,42
k=2,2300,79,28.6329,4,11,2061
greedy,2300,100,6.8,2,11,3
random,2300,100,20,2,11,0
bad_greedy,2300,100,20,2,11,1
k=1,2300,100,6.6,2,11,29
k=2,2300,100,6.6,2,11,1385
greedy,2300,100,1.01,3,11,3
random,2300,100,4.28,3,11,0
bad_greedy,2300,100,4.28,3,11,1
k=1,2300,100,0.98,3,11,31
k=2,2300,100,0.96,3,11,1457
greedy,2300,71,31.7042,4,11,3
random,2300,40,57.25,4,11,0
bad_greedy,2300,51,44.0784,4,11,1
k=1,2300,72,31.5972,4,11,46
k=2,2300,72,31.2917,4,11,2211
greedy,2300,100,7.8,2,11,3
random,2300,100,20,2,11,0
bad_greedy,2300,100,20,2,11,1
k=1,2300,100,7.8,2,11,34
k=2,2300,100,7.8,2,11,1584
greedy,2300,100,1.25,3,11,3
random,2300,100,4.46,3,11,0
bad_greedy,2300,100,4.46,3,11,1
k=1,2300,100,1.15,3,11,32
k=2,2300,100,1.11,3,11,1525
greedy,2300,82,27.061,4,11,3
random,2300,43,53.4651,4,11,0
bad_greedy,2300,58,38.6724,4,11,1
k=1,2300,83,27.3012,4,11,39
k=2,2300,83,27.3012,4,11,1817
greedy,2300,100,7.4,2,11,3
random,2300,100,20,2,11,0
bad_greedy,2300,100,20,2,11,1
k=1,2300,100,7.4,2,11,32
k=2,2300,100,7.4,2,11,1572
greedy,2300,100,1.24,3,11,3
random,2300,100,4.72,3,11,0
bad_greedy,2300,100,4.72,3,11,1
k=1,2300,100,1.16,3,11,29
k=2,2300,100,1.14,3,11,1391
greedy,2300,75,30.24,4,11,3
random,2300,49,46.102,4,11,0
bad_greedy,2300,52,43.7308,4,11,1
k=1,2300,75,29.44,4,11,47
k=2,2300,75,29.44,4,11,2280
greedy,2300,100,7.4,2,11,3
random,2300,100,20,2,11,0
bad_greedy,2300,100,20,2,11,1
k=1,2300,100,7.4,2,11,32
k=2,2300,100,7.4,2,11,1553
greedy,2300,100,1.13,3,11,3
random,2300,100,4.55,3,11,0
bad_greedy,2300,100,4.55,3,11,1
k=1,2300,100,1.11,3,11,34
k=2,2300,100,1.09,3,11,1648
greedy,2300,75,29.9733,4,11,3
random,2300,46,49.9783,4,11,0
bad_greedy,2300,53,41.6226,4,11,1
k=1,2300,75,29.8,4,11,42
k=2,2300,75,29.8,4,11,2085
greedy,2300,100,7,2,11,3
random,2300,100,20,2,11,0
bad_greedy,2300,100,20,2,11,1
k=1,2300,100,6.8,2,11,31
k=2,2300,100,6.8,2,11,1437
greedy,2300,100,0.77,3,11,3
random,2300,100,4.54,3,11,0
bad_greedy,2300,100,4.54,3,11,1
k=1,2300,100,0.73,3,11,26
k=2,2300,100,0.73,3,11,1258
greedy,2300,76,29.5132,4,11,3
random,2300,44,51.2045,4,11,0
bad_greedy,2300,42,54.7381,4,11,1
k=1,2300,77,28.961,4,11,47
k=2,2300,77,28.961,4,11,2253
greedy,2300,100,7.6,2,11,3
random,2300,100,20,2,11,0
bad_greedy,2300,100,20,2,11,1
k=1,2300,100,7.6,2,11,33
k=2,2300,100,7.6,2,11,1592
greedy,2300,100,0.98,3,11,3
random,2300,100,4.17,3,11,0
bad_greedy,2300,100,4.17,3,11,1
k=1,2300,100,0.97,3,11,31
k=2,2300,100,0.96,3,11,1473
greedy,2300,76,29.9868,4,11,3
random,2300,50,45.38,4,11,0
bad_greedy,2300,51,43.2157,4,11,1
k=1,2300,76,29.9868,4,11,42
k=2,2300,76,29.9868,4,11,1999
greedy,1500,100,12.8,2,6,14
random,1500,85,17.6471,2,6,0
bad_greedy,1500,79,18.9873,2,6,1
k=1,1500,100,12.6,2,6,49
k=2,1500,100,12.6,2,6,2404
greedy,1500,100,2.51,3,6,3
random,1500,100,4.36,3,6,0
bad_greedy,1500,100,4.36,3,6,1
k=1,1500,100,2.48,3,6,49
k=2,1500,100,2.45,3,6,2459
greedy,1500,41,36.0732,4,6,3
random,1500,21,70.381,4,6,0
bad_greedy,1500,33,43.8182,4,6,1
k=1,1500,41,36.0732,4,6,60
k=2,1500,41,36.0732,4,6,2866
greedy,1500,100,13.8,2,6,3
random,1500,85,17.6471,2,6,0
bad_greedy,1500,76,19.7368,2,6,1
k=1,1500,100,13.6,2,6,52
k=2,1500,100,13.6,2,6,2486
greedy,1500,100,2.67,3,6,3
random,1500,100,4.35,3,6,0
bad_greedy,1500,100,4.35,3,6,1
k=1,1500,100,2.64,3,6,51
k=2,1500,100,2.63,3,6,2481
greedy,1500,42,34.9048,4,6,3
random,1500,24,61.8333,4,6,0
bad_greedy,1500,27,54.2222,4,6,1
k=1,1500,43,34.7907,4,6,56
k=2,1500,43,34.7907,4,6,2754
greedy,1500,100,14,2,6,3
random,1500,91,16.4835,2,6,0
bad_greedy,1500,81,18.5185,2,6,1
k=1,1500,100,14,2,6,51
k=2,1500,100,14,2,6,2501
greedy,1500,100,2.68,3,6,3
random,1500,100,4.59,3,6,0
bad_greedy,1500,100,4.59,3,6,1
k=1,1500,100,2.67,3,6,49
k=2,1500,100,2.67,3,6,2444
greedy,1500,36,39.9167,4,6,3
random,1500,14,106.214,4,6,0
bad_greedy,1500,26,57,4,6,1
k=1,1500,36,39.9167,4,6,57
k=2,1500,36,39.9167,4,6,2792
greedy,1500,100,12.8,2,6,4
random,1500,90,16.6667,2,6,0
bad_greedy,1500,83,18.0723,2,6,1
k=1,1500,100,12.8,2,6,49
k=2,1500,100,12.8,2,6,2351
greedy,1500,100,2.56,3,6,3
random,1500,100,4.52,3,6,0
bad_greedy,1500,100,4.52,3,6,1
k=1,1500,100,2.54,3,6,51
k=2,1500,100,2.52,3,6,2492
greedy,1500,34,42.2059,4,6,3
random,1500,13,115.077,4,6,0
bad_greedy,1500,27,52.8148,4,6,1
k=1,1500,34,42.2059,4,6,60
k=2,1500,34,42.2059,4,6,2909
greedy,1500,100,11.8,2,6,3
random,1500,92,16.3043,2,6,0
bad_greedy,1500,79,18.9873,2,6,1
k=1,1500,100,11.8,2,6,46
k=2,1500,100,11.8,2,6,2292
greedy,1500,100,2.57,3,6,3
random,1500,100,4.71,3,6,0
bad_greedy,1500,100,4.71,3,6,1
k=1,1500,100,2.55,3,6,46
k=2,1500,100,2.53,3,6,2290
greedy,1500,41,36.2683,4,6,3
random,1500,11,132.818,4,6,0
bad_greedy,1500,30,49.7333,4,6,1
k=1,1500,41,36.2683,4,6,56
k=2,1500,41,36.2683,4,6,2755
greedy,1500,100,14,2,6,3
random,1500,85,17.6471,2,6,0
bad_greedy,1500,81,18.5185,2,6,1
k=1,1500,100,14,2,6,51
k=2,1500,100,14,2,6,2555
greedy,1500,100,2.76,3,6,3
random,1500,100,4.89,3,6,0
bad_greedy,1500,100,4.89,3,6,1
k=1,1500,100,2.74,3,6,49
k=2,1500,100,2.72,3,6,2337
greedy,1500,41,35.6098,4,6,3
random,1500,20,73.95,4,6,0
bad_greedy,1500,29,50.8276,4,6,1
k=1,1500,41,35.6098,4,6,56
k=2,1500,41,35.6098,4,6,2715
greedy,1500,100,13.6,2,6,3
random,1500,86,17.4419,2,6,0
bad_greedy,1500,80,18.75,2,6,1
k=1,1500,100,13.6,2,6,51
k=2,1500,100,13.6,2,6,2506
greedy,1500,99,2.49495,3,6,3
random,1500,100,4.43,3,6,0
bad_greedy,1500,100,4.43,3,6,1
k=1,1500,100,2.46,3,6,47
k=2,1500,100,2.43,3,6,2345
greedy,1500,41,36.561,4,6,3
random,1500,22,67.1818,4,6,0
bad_greedy,1500,26,56.4231,4,6,1
k=1,1500,41,35.3415,4,6,62
k=2,1500,41,35.3415,4,6,2843
greedy,1500,100,13.4,2,6,3
random,1500,84,17.8571,2,6,0
bad_greedy,1500,77,19.4805,2,6,1
k=1,1500,100,13.4,2,6,50
k=2,1500,100,13.4,2,6,2461
greedy,1500,100,2.73,3,6,3
random,1500,100,4.93,3,6,0
bad_greedy,1500,100,4.93,3,6,1
k=1,1500,100,2.73,3,6,49
k=2,1500,100,2.73,3,6,2338
greedy,1500,38,38.8684,4,6,3
random,1500,23,65.2174,4,6,0
bad_greedy,1500,25,56.44,4,6,1
k=1,1500,38,38.8684,4,6,57
k=2,1500,38,38.8684,4,6,2742
greedy,1500,100,13.4,2,6,3
random,1500,88,17.0455,2,6,0
bad_greedy,1500,80,18.75,2,6,1
k=1,1500,100,13.2,2,6,51
k=2,1500,100,13.2,2,6,2494
greedy,1500,100,2.57,3,6,3
random,1500,100,4.46,3,6,0
bad_greedy,1500,100,4.46,3,6,1
k=1,1500,100,2.55,3,6,49
k=2,1500,100,2.55,3,6,2335
greedy,1500,36,40.2222,4,6,3
random,1500,22,67.8182,4,6,0
bad_greedy,1500,28,50.75,4,6,1
k=1,1500,36,40.2222,4,6,57
k=2,1500,36,40.2222,4,6,2868
greedy,1500,100,13.6,2,6,3
random,1500,83,18.0723,2,6,0
bad_greedy,1500,80,18.75,2,6,1
k=1,1500,100,13.6,2,6,52
k=2,1500,100,13.6,2,6,2480
greedy,1500,100,2.37,3,6,3
random,1500,100,4.4,3,6,0
bad_greedy,1500,100,4.4,3,6,1
k=1,1500,100,2.37,3,6,50
k=2,1500,100,2.37,3,6,2377
greedy,1500,40,36.9,4,6,3
random,1500,20,74.5,4,6,0
bad_greedy,1500,26,54.8077,4,6,1
k=1,1500,40,36.9,4,6,58
k=2,1500,40,36.9,4,6,2812
greedy,900,100,8.4,2,11,3
random,900,79,11.3924,2,11,0
bad_greedy,900,62,14.5161,2,11,1
k=1,900,100,8.4,2,11,39
k=2,900,100,8.4,2,11,1798
greedy,900,100,1.3,3,11,3
random,900,100,4.48,3,11,0
bad_greedy,900,100,4.48,3,11,1
k=1,900,100,1.28,3,11,36
k=2,900,100,1.26,3,11,1730
greedy,900,43,20.4419,4,11,4
random,900,19,45.6316,4,11,0
bad_greedy,900,29,29.9655,4,11,1
k=1,900,43,20.4419,4,11,58
k=2,900,43,20.4419,4,11,2803
greedy,900,100,7.2,2,11,3
random,900,82,10.9756,2,11,0
bad_greedy,900,66,13.6364,2,11,1
k=1,900,100,7.2,2,11,31
k=2,900,100,7.2,2,11,1558
greedy,900,100,1.03,3,11,3
random,900,100,4.31,3,11,0
bad_greedy,900,100,4.31,3,11,1
k=1,900,100,0.98,3,11,29
k=2,900,100,0.97,3,11,1437
greedy,900,46,19.3696,4,11,4
random,900,17,51.8824,4,11,0
bad_greedy,900,29,28.8966,4,11,2
k=1,900,46,19.3696,4,11,57
k=2,900,46,19.3696,4,11,2777
greedy,900,100,7.4,2,11,3
